"overallWeekNum","storeNum","productNum","units","weekInYearNum","totalRevenue","isFeature","isDisplay","pricePerCan"
5,12,89,9,5,7.11,FALSE,FALSE,0.79
5,13,89,34,5,21.42,TRUE,TRUE,0.63
6,2,89,3,6,2.45,FALSE,FALSE,0.816666666666667
6,3,89,6,6,4.62,FALSE,FALSE,0.77
6,4,89,3,6,2.37,FALSE,FALSE,0.79
6,5,89,12,6,8.76,FALSE,FALSE,0.73
6,6,89,5,6,4.65,FALSE,FALSE,0.93
6,7,89,15,6,8.66,FALSE,FALSE,0.577333333333333
6,8,89,8,6,7.12,FALSE,FALSE,0.89
6,12,89,10,6,7.9,FALSE,FALSE,0.79
6,13,89,12,6,9.24,FALSE,FALSE,0.77
7,2,89,1,7,0.75,FALSE,FALSE,0.75
7,3,89,11,7,8.47,FALSE,FALSE,0.77
7,4,89,3,7,2.37,FALSE,FALSE,0.79
7,5,89,22,7,16.06,TRUE,FALSE,0.73
7,6,89,1,7,0.75,FALSE,FALSE,0.75
7,7,89,27,7,14.37,FALSE,FALSE,0.532222222222222
7,8,89,1,7,0.89,FALSE,FALSE,0.89
7,12,89,10,7,7.9,FALSE,FALSE,0.79
7,13,89,18,7,12.6,FALSE,FALSE,0.7
8,2,89,2,8,1.7,FALSE,FALSE,0.85
8,3,89,6,8,4.26,FALSE,FALSE,0.71
8,4,89,2,8,1.58,FALSE,FALSE,0.79
8,6,89,2,8,1.68,FALSE,FALSE,0.84
8,7,89,9,8,5.08,FALSE,FALSE,0.564444444444444
8,12,89,15,8,11.85,FALSE,FALSE,0.79
8,13,89,15,8,10.77,FALSE,FALSE,0.718
9,2,89,3,9,2.45,FALSE,FALSE,0.816666666666667
9,3,89,24,9,17.04,FALSE,FALSE,0.71
9,4,89,3,9,2.37,FALSE,FALSE,0.79
9,5,89,29,9,21.17,FALSE,FALSE,0.73
9,6,89,11,9,6.6,TRUE,FALSE,0.6
9,7,89,20,9,11.45,FALSE,FALSE,0.5725
9,10,89,1,9,0.89,FALSE,FALSE,0.89
9,12,89,24,9,18.96,FALSE,FALSE,0.79
9,13,89,11,9,7.81,FALSE,FALSE,0.71
10,3,89,65,10,43.55,TRUE,FALSE,0.67
10,4,89,1,10,0.79,FALSE,FALSE,0.79
10,5,89,9,10,6.57,FALSE,FALSE,0.73
10,6,89,6,10,5.4,FALSE,FALSE,0.9
10,7,89,14,10,7,FALSE,FALSE,0.5
10,8,89,2,10,1.78,FALSE,FALSE,0.89
10,9,89,11,10,8.69,FALSE,FALSE,0.79
10,12,89,12,10,9.48,FALSE,FALSE,0.79
10,13,89,55,10,36.85,TRUE,TRUE,0.67
11,2,89,6,11,4.9,FALSE,FALSE,0.816666666666667
11,3,89,29,11,19.43,TRUE,FALSE,0.67
11,6,89,2,11,1.86,FALSE,FALSE,0.93
11,7,89,20,11,11.74,FALSE,FALSE,0.587
11,8,89,1,11,0.89,FALSE,FALSE,0.89
11,9,89,2,11,1.58,FALSE,FALSE,0.79
11,10,89,3,11,2.67,FALSE,FALSE,0.89
11,12,89,18,11,14.22,FALSE,FALSE,0.79
11,13,89,42,11,28.14,TRUE,TRUE,0.67
12,2,89,2,12,1.5,FALSE,FALSE,0.75
12,3,89,28,12,18.76,TRUE,FALSE,0.67
12,4,89,5,12,3.95,FALSE,FALSE,0.79
12,5,89,7,12,5.11,FALSE,FALSE,0.73
12,6,89,1,12,0.93,FALSE,FALSE,0.93
12,7,89,42,12,21.58,TRUE,TRUE,0.513809523809524
12,8,89,2,12,1.78,FALSE,FALSE,0.89
12,9,89,10,12,7.9,FALSE,FALSE,0.79
12,10,89,1,12,0.89,FALSE,FALSE,0.89
12,12,89,16,12,12.64,FALSE,FALSE,0.79
12,13,89,48,12,32.16,TRUE,TRUE,0.67
13,2,89,7,13,4.66,TRUE,FALSE,0.665714285714286
13,3,89,24,13,16.08,TRUE,FALSE,0.67
13,4,89,7,13,5.53,TRUE,FALSE,0.79
13,5,89,7,13,5.11,FALSE,FALSE,0.73
13,6,89,10,13,7.65,FALSE,FALSE,0.765
13,7,89,31,13,16.95,TRUE,TRUE,0.546774193548387
13,8,89,1,13,0.89,FALSE,FALSE,0.89
13,9,89,6,13,4.74,FALSE,FALSE,0.79
13,12,89,55,13,43.45,TRUE,FALSE,0.79
13,13,89,59,13,39.53,TRUE,TRUE,0.67
14,2,89,2,14,1.5,FALSE,FALSE,0.75
14,3,89,9,14,5.67,FALSE,FALSE,0.63
14,4,89,4,14,3.16,FALSE,FALSE,0.79
14,5,89,12,14,8.76,FALSE,FALSE,0.73
14,7,89,22,14,12.74,TRUE,FALSE,0.579090909090909
14,8,89,2,14,1.78,FALSE,FALSE,0.89
14,9,89,4,14,3.16,FALSE,FALSE,0.79
14,10,89,1,14,0.89,FALSE,FALSE,0.89
14,12,89,17,14,13.43,FALSE,FALSE,0.79
14,13,89,14,14,9.38,FALSE,FALSE,0.67
15,2,89,2,15,1.5,FALSE,FALSE,0.75
15,3,89,20,15,12.6,FALSE,FALSE,0.63
15,4,89,1,15,0.79,FALSE,FALSE,0.79
15,5,89,30,15,20.7,TRUE,FALSE,0.69
15,6,89,6,15,5.58,FALSE,FALSE,0.93
15,7,89,17,15,9.95,TRUE,FALSE,0.585294117647059
15,9,89,7,15,5.53,FALSE,FALSE,0.79
15,12,89,14,15,11.06,FALSE,FALSE,0.79
15,13,89,27,15,17.01,FALSE,FALSE,0.63
16,2,89,1,16,0.75,FALSE,FALSE,0.75
16,3,89,12,16,8.16,FALSE,FALSE,0.68
16,4,89,4,16,3.16,FALSE,FALSE,0.79
16,5,89,2,16,1.38,TRUE,FALSE,0.69
16,6,89,2,16,1.86,FALSE,FALSE,0.93
16,7,89,16,16,9.88,FALSE,FALSE,0.6175
16,9,89,3,16,2.37,FALSE,FALSE,0.79
16,12,89,15,16,11.85,FALSE,FALSE,0.79
16,13,89,15,16,10.2,FALSE,FALSE,0.68
17,2,89,1,17,0.75,FALSE,FALSE,0.75
17,3,89,11,17,7.48,FALSE,FALSE,0.68
17,4,89,3,17,2.37,FALSE,FALSE,0.79
17,5,89,8,17,5.84,FALSE,FALSE,0.73
17,7,89,2,17,1.58,FALSE,FALSE,0.79
17,9,89,4,17,3.16,FALSE,FALSE,0.79
17,10,89,1,17,0.89,FALSE,FALSE,0.89
17,12,89,12,17,9.48,FALSE,FALSE,0.79
17,13,89,12,17,8.16,FALSE,FALSE,0.68
18,2,89,4,18,3.4,FALSE,FALSE,0.85
18,3,89,20,18,13.6,FALSE,FALSE,0.68
18,4,89,3,18,2.37,FALSE,FALSE,0.79
18,5,89,19,18,13.87,FALSE,FALSE,0.73
18,6,89,3,18,1.98,FALSE,TRUE,0.66
18,7,89,19,18,13.69,FALSE,FALSE,0.720526315789474
18,9,89,6,18,5.14,TRUE,FALSE,0.856666666666667
18,12,89,9,18,7.11,FALSE,FALSE,0.79
18,13,89,20,18,13.6,FALSE,FALSE,0.68
19,2,89,1,19,0.75,FALSE,FALSE,0.75
19,3,89,4,19,2.72,FALSE,FALSE,0.68
19,4,89,2,19,1.58,FALSE,FALSE,0.79
19,5,89,18,19,13.14,FALSE,FALSE,0.73
19,6,89,2,19,1.86,FALSE,FALSE,0.93
19,7,89,17,19,12.22,FALSE,FALSE,0.718823529411765
19,8,89,2,19,1.78,FALSE,FALSE,0.89
19,9,89,6,19,5.34,FALSE,FALSE,0.89
19,10,89,3,19,2.67,FALSE,FALSE,0.89
19,12,89,8,19,6.32,FALSE,FALSE,0.79
19,13,89,17,19,11.56,FALSE,FALSE,0.68
20,2,89,1,20,0.75,FALSE,FALSE,0.75
20,3,89,10,20,6.8,FALSE,FALSE,0.68
20,4,89,2,20,1.58,FALSE,FALSE,0.79
20,5,89,2,20,1.46,FALSE,FALSE,0.73
20,7,89,16,20,11.1,FALSE,FALSE,0.69375
20,8,89,1,20,0.89,FALSE,FALSE,0.89
20,9,89,1,20,0.75,FALSE,FALSE,0.75
20,10,89,1,20,0.89,FALSE,FALSE,0.89
20,12,89,16,20,12.64,FALSE,FALSE,0.79
20,13,89,10,20,6.8,FALSE,FALSE,0.68
21,2,89,3,21,2.45,FALSE,FALSE,0.816666666666667
21,3,89,10,21,6.8,FALSE,FALSE,0.68
21,4,89,1,21,0.79,FALSE,FALSE,0.79
21,5,89,10,21,7.3,FALSE,FALSE,0.73
21,6,89,1,21,0.93,FALSE,FALSE,0.93
21,7,89,11,21,7.92,FALSE,FALSE,0.72
21,9,89,2,21,1.58,FALSE,FALSE,0.79
21,10,89,2,21,1.78,FALSE,FALSE,0.89
21,12,89,5,21,3.95,FALSE,FALSE,0.79
21,13,89,17,21,11.56,FALSE,FALSE,0.68
22,2,89,1,22,0.75,FALSE,FALSE,0.75
22,3,89,11,22,7.48,FALSE,FALSE,0.68
22,5,89,5,22,3.65,FALSE,FALSE,0.73
22,6,89,3,22,2.01,FALSE,FALSE,0.67
22,7,89,15,22,10.53,FALSE,FALSE,0.702
22,8,89,2,22,1.78,FALSE,FALSE,0.89
22,9,89,1,22,0.79,FALSE,FALSE,0.79
22,10,89,1,22,0.89,FALSE,FALSE,0.89
22,12,89,12,22,9.48,FALSE,FALSE,0.79
22,13,89,24,22,16.32,FALSE,FALSE,0.68
23,2,89,1,23,0.75,FALSE,FALSE,0.75
23,3,89,9,23,6.12,FALSE,FALSE,0.68
23,5,89,19,23,13.87,FALSE,FALSE,0.73
23,6,89,7,23,4.95,FALSE,FALSE,0.707142857142857
23,7,89,6,23,4.3,FALSE,FALSE,0.716666666666667
23,8,89,2,23,1.78,FALSE,FALSE,0.89
23,9,89,2,23,1.58,FALSE,FALSE,0.79
23,10,89,2,23,1.78,FALSE,FALSE,0.89
23,12,89,8,23,6.32,FALSE,FALSE,0.79
23,13,89,14,23,9.52,FALSE,FALSE,0.68
24,2,89,2,24,1.5,FALSE,FALSE,0.75
24,3,89,13,24,8.84,FALSE,FALSE,0.68
24,5,89,12,24,8.76,FALSE,FALSE,0.73
24,7,89,16,24,11.65,FALSE,FALSE,0.728125
24,9,89,8,24,6.32,FALSE,FALSE,0.79
24,12,89,15,24,11.85,FALSE,FALSE,0.79
24,13,89,22,24,14.96,FALSE,FALSE,0.68
25,2,89,1,25,0.85,FALSE,FALSE,0.85
25,3,89,14,25,9.52,FALSE,FALSE,0.68
25,4,89,1,25,0.79,FALSE,FALSE,0.79
25,6,89,1,25,0.67,FALSE,FALSE,0.67
25,7,89,6,25,4.41,FALSE,FALSE,0.735
25,12,89,15,25,11.85,FALSE,FALSE,0.79
25,13,89,11,25,7.48,FALSE,FALSE,0.68
26,1,89,3,26,1.98,FALSE,FALSE,0.66
26,3,89,9,26,6.12,FALSE,FALSE,0.68
26,4,89,1,26,0.79,FALSE,FALSE,0.79
26,5,89,5,26,3.45,FALSE,FALSE,0.69
26,7,89,14,26,9.74,FALSE,FALSE,0.695714285714286
26,9,89,9,26,7.11,FALSE,FALSE,0.79
26,12,89,8,26,6.32,FALSE,FALSE,0.79
26,13,89,11,26,7.48,FALSE,FALSE,0.68
27,1,89,4,27,2.68,FALSE,FALSE,0.67
27,3,89,33,27,22.44,FALSE,FALSE,0.68
27,4,89,1,27,0.79,FALSE,FALSE,0.79
27,5,89,4,27,2.76,FALSE,FALSE,0.69
27,6,89,2,27,1.68,FALSE,FALSE,0.84
27,7,89,12,27,8.6,FALSE,FALSE,0.716666666666667
27,9,89,10,27,7.9,FALSE,FALSE,0.79
27,10,89,3,27,2.67,FALSE,FALSE,0.89
27,12,89,18,27,14.22,FALSE,FALSE,0.79
27,13,89,18,27,12.24,FALSE,FALSE,0.68
28,1,89,4,28,2.65,FALSE,FALSE,0.6625
28,2,89,2,28,1.38,FALSE,FALSE,0.69
28,3,89,4,28,2.72,FALSE,FALSE,0.68
28,4,89,1,28,0.79,FALSE,FALSE,0.79
28,5,89,8,28,5.52,FALSE,FALSE,0.69
28,6,89,1,28,0.93,FALSE,FALSE,0.93
28,7,89,3,28,2.15,FALSE,FALSE,0.716666666666667
28,9,89,3,28,2.37,FALSE,FALSE,0.79
28,10,89,2,28,1.78,FALSE,FALSE,0.89
28,12,89,13,28,10.27,FALSE,FALSE,0.79
28,13,89,5,28,3.4,FALSE,FALSE,0.68
29,1,89,6,29,3.99,FALSE,FALSE,0.665
29,2,89,2,29,1.38,FALSE,FALSE,0.69
29,3,89,3,29,2.04,FALSE,FALSE,0.68
29,4,89,1,29,0.79,FALSE,FALSE,0.79
29,5,89,9,29,6.23,FALSE,FALSE,0.692222222222222
29,6,89,2,29,1.86,FALSE,FALSE,0.93
29,7,89,8,29,5.44,FALSE,FALSE,0.68
29,9,89,3,29,2.37,FALSE,FALSE,0.79
29,10,89,2,29,1.78,FALSE,FALSE,0.89
29,12,89,13,29,10.27,FALSE,FALSE,0.79
29,13,89,13,29,8.84,FALSE,FALSE,0.68
30,1,89,12,30,7.96,FALSE,FALSE,0.663333333333333
30,2,89,2,30,1.38,FALSE,FALSE,0.69
30,3,89,8,30,5.44,FALSE,FALSE,0.68
30,4,89,1,30,0.79,FALSE,FALSE,0.79
30,5,89,8,30,5.68,FALSE,FALSE,0.71
30,6,89,1,30,0.75,FALSE,FALSE,0.75
30,7,89,13,30,9.06,FALSE,FALSE,0.696923076923077
30,9,89,2,30,1.58,FALSE,FALSE,0.79
30,10,89,1,30,0.89,FALSE,FALSE,0.89
30,12,89,11,30,8.69,FALSE,FALSE,0.79
30,13,89,12,30,8.16,FALSE,FALSE,0.68
31,1,89,9,31,5.97,FALSE,FALSE,0.663333333333333
31,2,89,3,31,2.17,FALSE,FALSE,0.723333333333333
31,3,89,15,31,10.2,FALSE,FALSE,0.68
31,4,89,3,31,2.37,FALSE,FALSE,0.79
31,5,89,8,31,5.68,FALSE,FALSE,0.71
31,6,89,5,31,3.93,FALSE,FALSE,0.786
31,7,89,2,31,1.36,FALSE,FALSE,0.68
31,9,89,2,31,1.58,FALSE,FALSE,0.79
31,10,89,3,31,2.67,FALSE,FALSE,0.89
31,12,89,5,31,3.95,FALSE,FALSE,0.79
31,13,89,17,31,11.56,FALSE,FALSE,0.68
32,1,89,3,32,2.01,FALSE,FALSE,0.67
32,2,89,1,32,0.69,FALSE,FALSE,0.69
32,3,89,22,32,14.96,FALSE,FALSE,0.68
32,5,89,22,32,15.62,FALSE,FALSE,0.71
32,6,89,1,32,0.75,FALSE,FALSE,0.75
32,7,89,18,32,12.57,FALSE,FALSE,0.698333333333333
32,9,89,5,32,3.95,FALSE,TRUE,0.79
32,12,89,10,32,7.9,FALSE,FALSE,0.79
32,13,89,15,32,10.2,FALSE,FALSE,0.68
33,1,89,13,33,8.63,FALSE,FALSE,0.663846153846154
33,2,89,2,33,1.58,FALSE,FALSE,0.79
33,3,89,8,33,5.44,FALSE,FALSE,0.68
33,4,89,4,33,3.16,FALSE,FALSE,0.79
33,5,89,25,33,17.75,FALSE,FALSE,0.71
33,6,89,2,33,1.5,FALSE,FALSE,0.75
33,7,89,7,33,4.98,FALSE,FALSE,0.711428571428572
33,8,89,1,33,0.89,FALSE,FALSE,0.89
33,9,89,6,33,4.74,FALSE,FALSE,0.79
33,10,89,1,33,0.89,FALSE,FALSE,0.89
33,12,89,8,33,6.32,FALSE,FALSE,0.79
33,13,89,17,33,11.56,FALSE,FALSE,0.68
34,1,89,16,34,10.59,TRUE,FALSE,0.661875
34,3,89,7,34,4.76,FALSE,FALSE,0.68
34,5,89,10,34,7.1,FALSE,FALSE,0.71
34,7,89,9,34,6.23,FALSE,FALSE,0.692222222222222
34,9,89,7,34,5.53,FALSE,FALSE,0.79
34,10,89,1,34,0.89,FALSE,FALSE,0.89
34,12,89,12,34,9.48,FALSE,FALSE,0.79
34,13,89,9,34,6.12,FALSE,FALSE,0.68
35,1,89,11,35,7.31,FALSE,FALSE,0.664545454545455
35,3,89,26,35,17.68,FALSE,FALSE,0.68
35,5,89,12,35,9.36,FALSE,FALSE,0.78
35,6,89,3,35,2.25,FALSE,FALSE,0.75
35,7,89,4,35,2.94,FALSE,FALSE,0.735
35,9,89,2,35,1.58,FALSE,FALSE,0.79
35,10,89,3,35,2.67,FALSE,FALSE,0.89
35,12,89,20,35,15.8,FALSE,FALSE,0.79
35,13,89,28,35,19.04,FALSE,FALSE,0.68
36,1,89,3,36,2.01,FALSE,FALSE,0.67
36,3,89,18,36,10.98,FALSE,FALSE,0.61
36,4,89,6,36,4.74,FALSE,FALSE,0.79
36,5,89,21,36,16.38,FALSE,FALSE,0.78
36,6,89,3,36,2.25,FALSE,FALSE,0.75
36,7,89,3,36,2.04,FALSE,FALSE,0.68
36,9,89,5,36,3.95,FALSE,FALSE,0.79
36,12,89,17,36,13.43,FALSE,FALSE,0.79
36,13,89,23,36,14.59,FALSE,FALSE,0.634347826086957
37,1,89,10,37,6.62,FALSE,FALSE,0.662
37,3,89,14,37,8.54,FALSE,FALSE,0.61
37,4,89,1,37,0.79,FALSE,FALSE,0.79
37,5,89,15,37,11.7,FALSE,FALSE,0.78
37,6,89,2,37,1.86,FALSE,FALSE,0.93
37,7,89,17,37,12.55,FALSE,FALSE,0.738235294117647
37,8,89,2,37,1.78,FALSE,FALSE,0.89
37,9,89,10,37,7.9,FALSE,FALSE,0.79
37,10,89,2,37,1.78,FALSE,FALSE,0.89
37,12,89,21,37,16.59,FALSE,FALSE,0.79
37,13,89,30,37,18.3,FALSE,FALSE,0.61
38,1,89,11,38,7.28,FALSE,FALSE,0.661818181818182
38,2,89,2,38,1.66,FALSE,FALSE,0.83
38,3,89,12,38,7.32,FALSE,FALSE,0.61
38,4,89,7,38,5.53,FALSE,FALSE,0.79
38,5,89,4,38,3.12,FALSE,FALSE,0.78
38,6,89,11,38,6.5,FALSE,FALSE,0.590909090909091
38,7,89,19,38,10.8,FALSE,FALSE,0.568421052631579
38,8,89,4,38,3.56,FALSE,FALSE,0.89
38,10,89,2,38,1.78,FALSE,FALSE,0.89
38,12,89,26,38,20.54,FALSE,FALSE,0.79
38,13,89,28,38,17.08,FALSE,FALSE,0.61
39,1,89,1,39,0.67,FALSE,FALSE,0.67
39,2,89,1,39,0.83,FALSE,FALSE,0.83
39,3,89,12,39,7.32,FALSE,FALSE,0.61
39,4,89,5,39,3.95,FALSE,FALSE,0.79
39,5,89,49,39,38.22,TRUE,FALSE,0.78
39,6,89,31,39,15.93,TRUE,TRUE,0.513870967741936
39,7,89,17,39,9.1,FALSE,FALSE,0.535294117647059
39,8,89,1,39,0.89,FALSE,FALSE,0.89
39,10,89,3,39,2.67,FALSE,FALSE,0.89
39,12,89,15,39,11.85,FALSE,FALSE,0.79
39,13,89,12,39,7.32,FALSE,FALSE,0.61
40,1,89,6,40,4.5,FALSE,FALSE,0.75
40,2,89,1,40,0.83,FALSE,FALSE,0.83
40,3,89,8,40,5.44,FALSE,FALSE,0.68
40,5,89,31,40,24.18,FALSE,FALSE,0.78
40,6,89,2,40,1.5,FALSE,FALSE,0.75
40,7,89,8,40,4,TRUE,FALSE,0.5
40,8,89,5,40,4.45,FALSE,FALSE,0.89
40,10,89,1,40,0.89,FALSE,FALSE,0.89
40,12,89,14,40,11.06,FALSE,FALSE,0.79
40,13,89,15,40,10.2,FALSE,FALSE,0.68
41,1,89,11,41,8,FALSE,FALSE,0.727272727272727
41,2,89,3,41,2.61,FALSE,FALSE,0.87
41,3,89,10,41,6.8,FALSE,FALSE,0.68
41,4,89,3,41,2.37,FALSE,FALSE,0.79
41,5,89,16,41,12.48,FALSE,FALSE,0.78
41,7,89,27,41,13.5,TRUE,FALSE,0.5
41,8,89,3,41,2.67,FALSE,FALSE,0.89
41,12,89,9,41,7.11,FALSE,FALSE,0.79
41,13,89,17,41,11.56,FALSE,FALSE,0.68
42,1,89,8,42,4,FALSE,FALSE,0.5
42,2,89,1,42,0.89,FALSE,FALSE,0.89
42,3,89,16,42,10.88,FALSE,FALSE,0.68
42,4,89,4,42,3.16,FALSE,FALSE,0.79
42,5,89,15,42,11.7,FALSE,FALSE,0.78
42,6,89,1,42,0.75,FALSE,FALSE,0.75
42,7,89,15,42,7.8,FALSE,FALSE,0.52
42,9,89,6,42,4.74,TRUE,FALSE,0.79
42,10,89,4,42,3.56,FALSE,FALSE,0.89
42,12,89,14,42,11.06,FALSE,FALSE,0.79
42,13,89,11,42,7.48,FALSE,FALSE,0.68
43,1,89,9,43,4.5,FALSE,FALSE,0.5
43,2,89,2,43,1.78,FALSE,FALSE,0.89
43,3,89,19,43,12.92,FALSE,FALSE,0.68
43,5,89,11,43,7.86,TRUE,FALSE,0.714545454545455
43,6,89,2,43,1.5,FALSE,FALSE,0.75
43,7,89,18,43,9.15,FALSE,FALSE,0.508333333333333
43,8,89,5,43,4.45,FALSE,FALSE,0.89
43,9,89,10,43,7.78,FALSE,FALSE,0.778
43,10,89,1,43,0.89,FALSE,FALSE,0.89
43,12,89,20,43,15.8,FALSE,FALSE,0.79
43,13,89,24,43,16.32,FALSE,FALSE,0.68
44,1,89,16,44,8,FALSE,FALSE,0.5
44,2,89,8,44,4.72,TRUE,FALSE,0.59
44,3,89,44,44,32.12,TRUE,FALSE,0.73
44,5,89,4,44,2.76,FALSE,FALSE,0.69
44,6,89,13,44,9.75,FALSE,FALSE,0.75
44,7,89,28,44,14.58,FALSE,FALSE,0.520714285714286
44,8,89,6,44,5.34,FALSE,FALSE,0.89
44,9,89,12,44,9,FALSE,FALSE,0.75
44,12,89,12,44,9.48,FALSE,FALSE,0.79
44,13,89,100,44,73,TRUE,FALSE,0.73
45,2,89,3,45,2.61,FALSE,FALSE,0.87
45,3,89,55,45,40.15,TRUE,FALSE,0.73
45,4,89,16,45,12.64,FALSE,FALSE,0.79
45,5,89,16,45,11.76,FALSE,FALSE,0.735
45,6,89,1,45,0.93,FALSE,FALSE,0.93
45,7,89,13,45,8.24,FALSE,FALSE,0.633846153846154
45,8,89,4,45,3.56,FALSE,FALSE,0.89
45,10,89,7,45,6.23,FALSE,FALSE,0.89
45,12,89,52,45,41.08,FALSE,FALSE,0.79
45,13,89,58,45,42.34,TRUE,TRUE,0.73
46,1,89,10,46,5,FALSE,FALSE,0.5
46,2,89,1,46,0.89,FALSE,FALSE,0.89
46,3,89,28,46,20.44,TRUE,FALSE,0.73
46,4,89,8,46,6.32,FALSE,FALSE,0.79
46,5,89,14,46,10.92,FALSE,FALSE,0.78
46,6,89,2,46,1.86,FALSE,FALSE,0.93
46,7,89,56,46,28,FALSE,TRUE,0.5
46,8,89,4,46,3.56,FALSE,FALSE,0.89
46,9,89,7,46,5.53,FALSE,FALSE,0.79
46,10,89,10,46,8.9,FALSE,FALSE,0.89
46,12,89,37,46,29.23,FALSE,FALSE,0.79
46,13,89,42,46,30.66,TRUE,FALSE,0.73
47,1,89,6,47,3,FALSE,FALSE,0.5
47,3,89,62,47,45.26,TRUE,TRUE,0.73
47,4,89,3,47,2.37,FALSE,FALSE,0.79
47,5,89,13,47,10.14,FALSE,FALSE,0.78
47,6,89,3,47,2.79,FALSE,FALSE,0.93
47,7,89,46,47,23.87,TRUE,TRUE,0.518913043478261
47,9,89,1,47,0.79,FALSE,FALSE,0.79
47,10,89,7,47,6.23,FALSE,FALSE,0.89
47,12,89,12,47,9.48,FALSE,FALSE,0.79
47,13,89,52,47,37.96,TRUE,TRUE,0.73
48,1,89,23,48,11.5,FALSE,FALSE,0.5
48,2,89,5,48,4.21,FALSE,FALSE,0.842
48,3,89,58,48,42.34,FALSE,FALSE,0.73
48,4,89,6,48,4.74,FALSE,FALSE,0.79
48,5,89,7,48,5.46,FALSE,FALSE,0.78
48,6,89,26,48,13.86,TRUE,TRUE,0.533076923076923
48,7,89,29,48,15.66,FALSE,TRUE,0.54
48,9,89,6,48,4.74,FALSE,FALSE,0.79
48,10,89,3,48,2.67,FALSE,FALSE,0.89
48,12,89,19,48,15.01,FALSE,FALSE,0.79
48,13,89,72,48,52.56,FALSE,TRUE,0.73
49,1,89,15,49,7.5,FALSE,FALSE,0.5
49,2,89,14,49,9.25,FALSE,TRUE,0.660714285714286
49,3,89,11,49,7.48,FALSE,FALSE,0.68
49,4,89,6,49,4.74,FALSE,FALSE,0.79
49,5,89,12,49,9.36,FALSE,FALSE,0.78
49,6,89,1,49,0.93,FALSE,FALSE,0.93
49,7,89,29,49,15.95,FALSE,FALSE,0.55
49,9,89,11,49,8.69,FALSE,FALSE,0.79
49,10,89,1,49,0.89,FALSE,FALSE,0.89
49,12,89,26,49,20.54,FALSE,FALSE,0.79
49,13,89,16,49,10.97,FALSE,FALSE,0.685625
50,1,89,7,50,3.5,FALSE,FALSE,0.5
50,2,89,4,50,2.65,FALSE,TRUE,0.6625
50,3,89,7,50,4.76,FALSE,FALSE,0.68
50,4,89,1,50,0.79,FALSE,FALSE,0.79
50,5,89,20,50,15.6,TRUE,FALSE,0.78
50,6,89,2,50,1.68,FALSE,FALSE,0.84
50,7,89,33,50,17.66,FALSE,FALSE,0.535151515151515
50,8,89,6,50,5.34,FALSE,FALSE,0.89
50,10,89,5,50,4.45,FALSE,FALSE,0.89
50,12,89,26,50,20.54,FALSE,FALSE,0.79
50,13,89,6,50,4.08,FALSE,FALSE,0.68
51,1,89,26,51,13,FALSE,FALSE,0.5
51,2,89,1,51,0.67,FALSE,FALSE,0.67
51,3,89,46,51,30.36,FALSE,TRUE,0.66
51,4,89,1,51,0.79,FALSE,FALSE,0.79
51,5,89,41,51,31.98,TRUE,FALSE,0.78
51,6,89,4,51,3.36,FALSE,FALSE,0.84
51,7,89,23,51,12.37,FALSE,TRUE,0.537826086956522
51,9,89,16,51,12.64,TRUE,FALSE,0.79
51,10,89,8,51,7.12,FALSE,FALSE,0.89
51,12,89,29,51,22.91,FALSE,FALSE,0.79
51,13,89,16,51,10.88,FALSE,FALSE,0.68
