"","scripts","detailing","lagged_scripts","mean_samples","doctorType","doctorID"
"56",2,3,6,0.339130434782609,"General Physician",3
"57",7,2,2,0.339130434782609,"General Physician",3
"58",12,2,7,0.339130434782609,"General Physician",3
"59",11,1,12,0.339130434782609,"General Physician",3
"60",6,3,11,0.339130434782609,"General Physician",3
"61",10,4,6,0.339130434782609,"General Physician",3
"62",7,3,10,0.339130434782609,"General Physician",3
"63",8,2,7,0.339130434782609,"General Physician",3
"64",8,0,8,0.339130434782609,"General Physician",3
"65",8,2,8,0.339130434782609,"General Physician",3
"66",8,3,8,0.339130434782609,"General Physician",3
"67",2,4,8,0.339130434782609,"General Physician",3
"68",12,5,2,0.339130434782609,"General Physician",3
"69",2,5,12,0.339130434782609,"General Physician",3
"70",6,3,8,3.19565217391304,"General Physician",4
"71",10,3,6,3.19565217391304,"General Physician",4
"72",4,5,10,3.19565217391304,"General Physician",4
"73",7,3,4,3.19565217391304,"General Physician",4
"74",6,4,7,3.19565217391304,"General Physician",4
"75",10,3,6,3.19565217391304,"General Physician",4
"76",11,4,10,3.19565217391304,"General Physician",4
"77",7,4,11,3.19565217391304,"General Physician",4
"78",8,5,7,3.19565217391304,"General Physician",4
"79",8,4,8,3.19565217391304,"General Physician",4
"80",5,3,8,3.19565217391304,"General Physician",4
"81",4,3,5,3.19565217391304,"General Physician",4
"82",1,4,4,3.19565217391304,"General Physician",4
"83",9,6,1,3.19565217391304,"General Physician",4
"84",3,3,9,3.19565217391304,"General Physician",4
"85",5,5,3,3.19565217391304,"General Physician",4
"86",8,7,5,3.19565217391304,"General Physician",4
"87",8,2,8,3.19565217391304,"General Physician",4
"88",7,3,8,3.19565217391304,"General Physician",4
"89",6,1,7,3.19565217391304,"General Physician",4
"90",7,4,6,3.19565217391304,"General Physician",4
"91",6,6,7,3.19565217391304,"General Physician",4
"92",6,5,6,3.19565217391304,"General Physician",4
"93",5,0,13,0.347826086956522,"Area Specialist",5
"94",13,0,5,0.347826086956522,"Area Specialist",5
"95",8,0,13,0.347826086956522,"Area Specialist",5
"96",12,0,8,0.347826086956522,"Area Specialist",5
"97",10,0,12,0.347826086956522,"Area Specialist",5
"98",14,0,10,0.347826086956522,"Area Specialist",5
"99",3,0,14,0.347826086956522,"Area Specialist",5
"100",13,0,3,0.347826086956522,"Area Specialist",5
"101",20,0,13,0.347826086956522,"Area Specialist",5
"102",9,0,20,0.347826086956522,"Area Specialist",5
"103",12,0,9,0.347826086956522,"Area Specialist",5
"104",19,0,12,0.347826086956522,"Area Specialist",5
"105",15,0,19,0.347826086956522,"Area Specialist",5
"106",15,2,15,0.347826086956522,"Area Specialist",5
"107",3,0,15,0.347826086956522,"Area Specialist",5
"108",6,3,3,0.347826086956522,"Area Specialist",5
"109",3,2,6,0.347826086956522,"Area Specialist",5
"110",7,1,3,0.347826086956522,"Area Specialist",5
"111",0,3,7,0.347826086956522,"Area Specialist",5
"112",9,3,0,0.347826086956522,"Area Specialist",5
"113",9,3,9,0.347826086956522,"Area Specialist",5
"114",11,3,9,0.347826086956522,"Area Specialist",5
"115",6,3,11,0.347826086956522,"Area Specialist",5
"116",5,1,4,0.421739130434783,"General Physician",6
"117",2,2,5,0.421739130434783,"General Physician",6
"118",3,2,2,0.421739130434783,"General Physician",6
"119",5,2,3,0.421739130434783,"General Physician",6
"120",6,2,5,0.421739130434783,"General Physician",6
"121",12,4,6,0.421739130434783,"General Physician",6
"122",8,2,12,0.421739130434783,"General Physician",6
"123",9,2,8,0.421739130434783,"General Physician",6
"124",10,3,9,0.421739130434783,"General Physician",6
"125",7,6,10,0.421739130434783,"General Physician",6
"126",10,2,7,0.421739130434783,"General Physician",6
"127",7,3,10,0.421739130434783,"General Physician",6
"128",2,1,7,0.421739130434783,"General Physician",6
"129",2,2,2,0.421739130434783,"General Physician",6
"130",4,1,2,0.421739130434783,"General Physician",6
"131",6,2,4,0.421739130434783,"General Physician",6
"132",4,5,6,0.421739130434783,"General Physician",6
"133",9,2,4,0.421739130434783,"General Physician",6
"134",4,1,9,0.421739130434783,"General Physician",6
"135",1,2,4,0.421739130434783,"General Physician",6
"136",3,3,1,0.421739130434783,"General Physician",6
"137",2,3,3,0.421739130434783,"General Physician",6
"138",4,2,2,0.421739130434783,"General Physician",6
"139",0,2,0,0.330434782608696,"General Physician",7
"140",0,0,0,0.330434782608696,"General Physician",7
"141",0,1,0,0.330434782608696,"General Physician",7
"142",0,1,0,0.330434782608696,"General Physician",7
"143",0,3,0,0.330434782608696,"General Physician",7
"144",0,1,0,0.330434782608696,"General Physician",7
"145",0,1,0,0.330434782608696,"General Physician",7
"146",0,2,0,0.330434782608696,"General Physician",7
"147",0,3,0,0.330434782608696,"General Physician",7
"148",0,0,0,0.330434782608696,"General Physician",7
"149",0,1,0,0.330434782608696,"General Physician",7
"150",0,1,0,0.330434782608696,"General Physician",7
"151",0,0,0,0.330434782608696,"General Physician",7
"152",2,0,0,0.330434782608696,"General Physician",7
"153",0,0,2,0.330434782608696,"General Physician",7
"154",0,0,0,0.330434782608696,"General Physician",7
"155",0,0,0,0.330434782608696,"General Physician",7
"156",0,0,0,0.330434782608696,"General Physician",7
"157",2,1,0,0.330434782608696,"General Physician",7
"158",0,1,2,0.330434782608696,"General Physician",7
"159",0,3,0,0.330434782608696,"General Physician",7
"160",0,4,0,0.330434782608696,"General Physician",7
"161",0,5,0,0.330434782608696,"General Physician",7
"162",7,1,9,0.495652173913044,"General Physician",8
"163",3,1,7,0.495652173913044,"General Physician",8
"164",10,3,3,0.495652173913044,"General Physician",8
"165",3,1,10,0.495652173913044,"General Physician",8
"166",6,0,3,0.495652173913044,"General Physician",8
"167",2,1,6,0.495652173913044,"General Physician",8
"168",5,2,2,0.495652173913044,"General Physician",8
"169",7,2,5,0.495652173913044,"General Physician",8
"170",2,1,7,0.495652173913044,"General Physician",8
"171",9,2,2,0.495652173913044,"General Physician",8
"172",2,1,9,0.495652173913044,"General Physician",8
"173",5,2,2,0.495652173913044,"General Physician",8
"174",6,1,5,0.495652173913044,"General Physician",8
"175",3,2,6,0.495652173913044,"General Physician",8
"176",8,0,3,0.495652173913044,"General Physician",8
"177",4,1,8,0.495652173913044,"General Physician",8
"178",3,1,4,0.495652173913044,"General Physician",8
"179",3,1,3,0.495652173913044,"General Physician",8
"180",5,2,3,0.495652173913044,"General Physician",8
"181",3,1,5,0.495652173913044,"General Physician",8
"182",2,1,3,0.495652173913044,"General Physician",8
"183",4,3,2,0.495652173913044,"General Physician",8
"184",6,2,4,0.495652173913044,"General Physician",8
"185",6,4,4,4.51739130434783,"General Physician",9
"186",7,3,6,4.51739130434783,"General Physician",9
"187",9,2,7,4.51739130434783,"General Physician",9
"188",12,2,9,4.51739130434783,"General Physician",9
"189",10,3,12,4.51739130434783,"General Physician",9
"190",25,1,10,4.51739130434783,"General Physician",9
"191",17,7,25,4.51739130434783,"General Physician",9
"192",13,6,17,4.51739130434783,"General Physician",9
"193",22,7,13,4.51739130434783,"General Physician",9
"194",15,8,22,4.51739130434783,"General Physician",9
"195",14,4,15,4.51739130434783,"General Physician",9
"196",10,8,14,4.51739130434783,"General Physician",9
"197",12,6,10,4.51739130434783,"General Physician",9
"198",13,9,12,4.51739130434783,"General Physician",9
"199",15,3,13,4.51739130434783,"General Physician",9
"200",7,9,15,4.51739130434783,"General Physician",9
"201",11,6,7,4.51739130434783,"General Physician",9
"202",12,5,11,4.51739130434783,"General Physician",9
"203",12,9,12,4.51739130434783,"General Physician",9
"204",10,8,12,4.51739130434783,"General Physician",9
"205",14,14,10,4.51739130434783,"General Physician",9
"206",4,8,14,4.51739130434783,"General Physician",9
"207",3,5,4,4.51739130434783,"General Physician",9
"208",0,0,2,0.295652173913043,"General Physician",10
"209",0,1,0,0.295652173913043,"General Physician",10
"210",2,1,0,0.295652173913043,"General Physician",10
"211",1,1,2,0.295652173913043,"General Physician",10
"212",6,1,1,0.295652173913043,"General Physician",10
"213",4,1,6,0.295652173913043,"General Physician",10
"214",2,4,4,0.295652173913043,"General Physician",10
"215",5,2,2,0.295652173913043,"General Physician",10
"216",1,2,5,0.295652173913043,"General Physician",10
"217",2,2,1,0.295652173913043,"General Physician",10
"218",0,1,2,0.295652173913043,"General Physician",10
"219",3,0,0,0.295652173913043,"General Physician",10
"220",1,0,3,0.295652173913043,"General Physician",10
"221",2,0,1,0.295652173913043,"General Physician",10
"222",2,2,2,0.295652173913043,"General Physician",10
"223",2,1,2,0.295652173913043,"General Physician",10
"224",1,2,2,0.295652173913043,"General Physician",10
"225",1,1,1,0.295652173913043,"General Physician",10
"226",1,3,1,0.295652173913043,"General Physician",10
"227",6,2,1,0.295652173913043,"General Physician",10
"228",2,2,6,0.295652173913043,"General Physician",10
"229",3,2,2,0.295652173913043,"General Physician",10
"230",2,2,3,0.295652173913043,"General Physician",10
"231",7,5,7,0.817391304347826,"General Physician",11
"232",6,3,7,0.817391304347826,"General Physician",11
"233",12,3,6,0.817391304347826,"General Physician",11
"234",7,5,12,0.817391304347826,"General Physician",11
"235",5,4,7,0.817391304347826,"General Physician",11
"236",6,3,5,0.817391304347826,"General Physician",11
"237",15,5,6,0.817391304347826,"General Physician",11
"238",7,2,15,0.817391304347826,"General Physician",11
"239",11,3,7,0.817391304347826,"General Physician",11
"240",14,4,11,0.817391304347826,"General Physician",11
"241",9,4,14,0.817391304347826,"General Physician",11
"242",12,4,9,0.817391304347826,"General Physician",11
"243",5,4,12,0.817391304347826,"General Physician",11
"244",14,3,5,0.817391304347826,"General Physician",11
"245",9,2,14,0.817391304347826,"General Physician",11
"246",6,4,9,0.817391304347826,"General Physician",11
"247",3,2,6,0.817391304347826,"General Physician",11
"248",7,3,3,0.817391304347826,"General Physician",11
"249",8,3,7,0.817391304347826,"General Physician",11
"250",6,3,8,0.817391304347826,"General Physician",11
"251",4,5,6,0.817391304347826,"General Physician",11
"252",1,5,4,0.817391304347826,"General Physician",11
"253",1,3,1,0.817391304347826,"General Physician",11
"254",0,3,4,0.252173913043478,"Other Specialist",12
"255",1,1,0,0.252173913043478,"Other Specialist",12
"256",0,1,1,0.252173913043478,"Other Specialist",12
"257",0,2,0,0.252173913043478,"Other Specialist",12
"258",2,1,0,0.252173913043478,"Other Specialist",12
"259",0,2,2,0.252173913043478,"Other Specialist",12
"260",0,1,0,0.252173913043478,"Other Specialist",12
"261",3,3,0,0.252173913043478,"Other Specialist",12
"262",4,1,3,0.252173913043478,"Other Specialist",12
"263",1,1,4,0.252173913043478,"Other Specialist",12
"264",2,1,1,0.252173913043478,"Other Specialist",12
"265",0,1,2,0.252173913043478,"Other Specialist",12
"266",0,1,0,0.252173913043478,"Other Specialist",12
"267",0,3,0,0.252173913043478,"Other Specialist",12
"268",2,1,0,0.252173913043478,"Other Specialist",12
"269",0,1,2,0.252173913043478,"Other Specialist",12
"270",3,2,0,0.252173913043478,"Other Specialist",12
"271",1,2,3,0.252173913043478,"Other Specialist",12
"272",2,2,1,0.252173913043478,"Other Specialist",12
"273",4,1,2,0.252173913043478,"Other Specialist",12
"274",3,4,4,0.252173913043478,"Other Specialist",12
"275",2,2,3,0.252173913043478,"Other Specialist",12
"276",1,1,2,0.252173913043478,"Other Specialist",12
"277",6,3,7,0.473913043478261,"General Physician",13
"278",3,0,6,0.473913043478261,"General Physician",13
"279",6,1,3,0.473913043478261,"General Physician",13
"280",3,0,6,0.473913043478261,"General Physician",13
"281",3,2,3,0.473913043478261,"General Physician",13
"282",7,3,3,0.473913043478261,"General Physician",13
"283",7,3,7,0.473913043478261,"General Physician",13
"284",5,1,7,0.473913043478261,"General Physician",13
"285",7,4,5,0.473913043478261,"General Physician",13
"286",4,7,7,0.473913043478261,"General Physician",13
"287",4,5,4,0.473913043478261,"General Physician",13
"288",5,4,4,0.473913043478261,"General Physician",13
"289",4,2,5,0.473913043478261,"General Physician",13
"290",3,2,4,0.473913043478261,"General Physician",13
"291",6,2,3,0.473913043478261,"General Physician",13
"292",5,4,6,0.473913043478261,"General Physician",13
"293",3,1,5,0.473913043478261,"General Physician",13
"294",3,3,3,0.473913043478261,"General Physician",13
"295",2,3,3,0.473913043478261,"General Physician",13
"296",6,7,2,0.473913043478261,"General Physician",13
"297",5,4,6,0.473913043478261,"General Physician",13
"298",7,9,5,0.473913043478261,"General Physician",13
"299",5,9,7,0.473913043478261,"General Physician",13
"300",8,3,7,0.134782608695652,"General Physician",14
"301",0,1,8,0.134782608695652,"General Physician",14
"302",3,1,0,0.134782608695652,"General Physician",14
"303",6,2,3,0.134782608695652,"General Physician",14
"304",4,1,6,0.134782608695652,"General Physician",14
"305",4,2,4,0.134782608695652,"General Physician",14
"306",8,2,4,0.134782608695652,"General Physician",14
"307",4,1,8,0.134782608695652,"General Physician",14
"308",8,1,4,0.134782608695652,"General Physician",14
"309",10,2,8,0.134782608695652,"General Physician",14
"310",3,2,10,0.134782608695652,"General Physician",14
"311",2,3,3,0.134782608695652,"General Physician",14
"312",5,2,2,0.134782608695652,"General Physician",14
"313",2,1,5,0.134782608695652,"General Physician",14
"314",0,0,2,0.134782608695652,"General Physician",14
"315",7,0,0,0.134782608695652,"General Physician",14
"316",1,0,7,0.134782608695652,"General Physician",14
"317",1,0,1,0.134782608695652,"General Physician",14
"318",2,0,1,0.134782608695652,"General Physician",14
"319",2,0,2,0.134782608695652,"General Physician",14
"320",0,0,2,0.134782608695652,"General Physician",14
"321",2,0,0,0.134782608695652,"General Physician",14
"322",0,0,2,0.134782608695652,"General Physician",14
"323",5,2,1,0.543478260869565,"General Physician",15
"324",4,2,5,0.543478260869565,"General Physician",15
"325",1,2,4,0.543478260869565,"General Physician",15
"326",1,2,1,0.543478260869565,"General Physician",15
"327",5,2,1,0.543478260869565,"General Physician",15
"328",4,1,5,0.543478260869565,"General Physician",15
"329",2,1,4,0.543478260869565,"General Physician",15
"330",5,1,2,0.543478260869565,"General Physician",15
"331",6,2,5,0.543478260869565,"General Physician",15
"332",9,2,6,0.543478260869565,"General Physician",15
"333",6,1,9,0.543478260869565,"General Physician",15
"334",4,2,6,0.543478260869565,"General Physician",15
"335",6,4,4,0.543478260869565,"General Physician",15
"336",9,3,6,0.543478260869565,"General Physician",15
"337",5,3,9,0.543478260869565,"General Physician",15
"338",3,4,5,0.543478260869565,"General Physician",15
"339",1,4,3,0.543478260869565,"General Physician",15
"340",5,3,1,0.543478260869565,"General Physician",15
"341",5,0,5,0.543478260869565,"General Physician",15
"342",2,2,5,0.543478260869565,"General Physician",15
"343",7,2,2,0.543478260869565,"General Physician",15
"344",5,2,7,0.543478260869565,"General Physician",15
"345",5,3,5,0.543478260869565,"General Physician",15
"346",2,0,0,0.578260869565217,"General Physician",16
"347",0,0,2,0.578260869565217,"General Physician",16
"348",1,0,0,0.578260869565217,"General Physician",16
"349",3,0,1,0.578260869565217,"General Physician",16
"350",3,2,3,0.578260869565217,"General Physician",16
"351",1,1,3,0.578260869565217,"General Physician",16
"352",0,1,1,0.578260869565217,"General Physician",16
"353",2,1,0,0.578260869565217,"General Physician",16
"354",0,2,2,0.578260869565217,"General Physician",16
"355",1,1,0,0.578260869565217,"General Physician",16
"356",1,3,1,0.578260869565217,"General Physician",16
"357",1,3,1,0.578260869565217,"General Physician",16
"358",0,1,1,0.578260869565217,"General Physician",16
"359",0,0,0,0.578260869565217,"General Physician",16
"360",0,0,0,0.578260869565217,"General Physician",16
"361",0,0,0,0.578260869565217,"General Physician",16
"362",0,0,0,0.578260869565217,"General Physician",16
"363",2,1,0,0.578260869565217,"General Physician",16
"364",1,1,2,0.578260869565217,"General Physician",16
"365",0,1,1,0.578260869565217,"General Physician",16
"366",1,2,0,0.578260869565217,"General Physician",16
"367",2,1,1,0.578260869565217,"General Physician",16
"368",1,1,2,0.578260869565217,"General Physician",16
"369",1,2,1,0.0434782608695652,"General Physician",17
"370",0,1,1,0.0434782608695652,"General Physician",17
"371",0,1,0,0.0434782608695652,"General Physician",17
"372",1,0,0,0.0434782608695652,"General Physician",17
"373",0,1,1,0.0434782608695652,"General Physician",17
"374",1,0,0,0.0434782608695652,"General Physician",17
"375",0,0,1,0.0434782608695652,"General Physician",17
"376",0,0,0,0.0434782608695652,"General Physician",17
"377",3,0,0,0.0434782608695652,"General Physician",17
"378",1,0,3,0.0434782608695652,"General Physician",17
"379",8,1,1,0.0434782608695652,"General Physician",17
"380",3,0,8,0.0434782608695652,"General Physician",17
"381",3,0,3,0.0434782608695652,"General Physician",17
"382",4,0,3,0.0434782608695652,"General Physician",17
"383",0,0,4,0.0434782608695652,"General Physician",17
"384",1,0,0,0.0434782608695652,"General Physician",17
"385",0,0,1,0.0434782608695652,"General Physician",17
"386",1,0,0,0.0434782608695652,"General Physician",17
"387",2,0,1,0.0434782608695652,"General Physician",17
"388",1,0,2,0.0434782608695652,"General Physician",17
"389",2,0,1,0.0434782608695652,"General Physician",17
"390",1,0,2,0.0434782608695652,"General Physician",17
"391",1,0,1,0.0434782608695652,"General Physician",17
"392",5,3,1,0.930434782608696,"General Physician",18
"393",0,4,5,0.930434782608696,"General Physician",18
"394",5,6,0,0.930434782608696,"General Physician",18
"395",0,3,5,0.930434782608696,"General Physician",18
"396",6,4,0,0.930434782608696,"General Physician",18
"397",2,3,6,0.930434782608696,"General Physician",18
"398",3,5,2,0.930434782608696,"General Physician",18
"399",6,4,3,0.930434782608696,"General Physician",18
"400",3,5,6,0.930434782608696,"General Physician",18
"401",0,5,3,0.930434782608696,"General Physician",18
"402",5,6,0,0.930434782608696,"General Physician",18
"403",0,5,5,0.930434782608696,"General Physician",18
"404",6,4,0,0.930434782608696,"General Physician",18
"405",5,5,6,0.930434782608696,"General Physician",18
"406",2,5,5,0.930434782608696,"General Physician",18
"407",2,4,2,0.930434782608696,"General Physician",18
"408",8,3,2,0.930434782608696,"General Physician",18
"409",12,3,8,0.930434782608696,"General Physician",18
"410",18,4,12,0.930434782608696,"General Physician",18
"411",12,3,18,0.930434782608696,"General Physician",18
"412",10,3,12,0.930434782608696,"General Physician",18
"413",6,3,10,0.930434782608696,"General Physician",18
"414",10,7,6,0.930434782608696,"General Physician",18
"415",9,4,8,2.80434782608696,"General Physician",19
"416",6,2,9,2.80434782608696,"General Physician",19
"417",8,5,6,2.80434782608696,"General Physician",19
"418",4,3,8,2.80434782608696,"General Physician",19
"419",24,6,4,2.80434782608696,"General Physician",19
"420",16,4,24,2.80434782608696,"General Physician",19
"421",18,5,16,2.80434782608696,"General Physician",19
"422",17,6,18,2.80434782608696,"General Physician",19
"423",17,5,17,2.80434782608696,"General Physician",19
"424",16,15,17,2.80434782608696,"General Physician",19
"425",17,2,16,2.80434782608696,"General Physician",19
"426",9,7,17,2.80434782608696,"General Physician",19
"427",19,4,9,2.80434782608696,"General Physician",19
"428",33,8,19,2.80434782608696,"General Physician",19
"429",17,5,33,2.80434782608696,"General Physician",19
"430",15,7,17,2.80434782608696,"General Physician",19
"431",25,3,15,2.80434782608696,"General Physician",19
"432",22,5,25,2.80434782608696,"General Physician",19
"433",17,4,22,2.80434782608696,"General Physician",19
"434",13,7,17,2.80434782608696,"General Physician",19
"435",15,6,13,2.80434782608696,"General Physician",19
"436",13,9,15,2.80434782608696,"General Physician",19
"437",6,5,13,2.80434782608696,"General Physician",19
"438",5,1,7,0.430434782608696,"General Physician",20
"439",6,2,5,0.430434782608696,"General Physician",20
"440",7,2,6,0.430434782608696,"General Physician",20
"441",8,2,7,0.430434782608696,"General Physician",20
"442",7,2,8,0.430434782608696,"General Physician",20
"443",3,2,7,0.430434782608696,"General Physician",20
"444",3,4,3,0.430434782608696,"General Physician",20
"445",7,4,3,0.430434782608696,"General Physician",20
"446",13,3,7,0.430434782608696,"General Physician",20
"447",6,2,13,0.430434782608696,"General Physician",20
"448",6,2,6,0.430434782608696,"General Physician",20
"449",6,3,6,0.430434782608696,"General Physician",20
"450",10,2,6,0.430434782608696,"General Physician",20
"451",1,4,10,0.430434782608696,"General Physician",20
"452",7,3,1,0.430434782608696,"General Physician",20
"453",11,4,7,0.430434782608696,"General Physician",20
"454",5,3,11,0.430434782608696,"General Physician",20
"455",9,3,5,0.430434782608696,"General Physician",20
"456",8,7,9,0.430434782608696,"General Physician",20
"457",5,4,8,0.430434782608696,"General Physician",20
"458",3,5,5,0.430434782608696,"General Physician",20
"459",5,6,3,0.430434782608696,"General Physician",20
"460",7,2,5,0.430434782608696,"General Physician",20
"461",0,0,2,0.0434782608695652,"General Physician",21
"462",2,3,0,0.0434782608695652,"General Physician",21
"463",1,3,2,0.0434782608695652,"General Physician",21
"464",1,2,1,0.0434782608695652,"General Physician",21
"465",4,2,1,0.0434782608695652,"General Physician",21
"466",1,1,4,0.0434782608695652,"General Physician",21
"467",0,1,1,0.0434782608695652,"General Physician",21
"468",2,0,0,0.0434782608695652,"General Physician",21
"469",2,0,2,0.0434782608695652,"General Physician",21
"470",0,0,2,0.0434782608695652,"General Physician",21
"471",0,0,0,0.0434782608695652,"General Physician",21
"472",1,0,0,0.0434782608695652,"General Physician",21
"473",1,0,1,0.0434782608695652,"General Physician",21
"474",0,0,1,0.0434782608695652,"General Physician",21
"475",0,0,0,0.0434782608695652,"General Physician",21
"476",0,0,0,0.0434782608695652,"General Physician",21
"477",0,0,0,0.0434782608695652,"General Physician",21
"478",2,0,0,0.0434782608695652,"General Physician",21
"479",0,0,2,0.0434782608695652,"General Physician",21
"480",0,0,0,0.0434782608695652,"General Physician",21
"481",0,0,0,0.0434782608695652,"General Physician",21
"482",1,0,0,0.0434782608695652,"General Physician",21
"483",0,0,1,0.0434782608695652,"General Physician",21
"484",0,0,6,1.6695652173913,"General Physician",22
"485",3,3,0,1.6695652173913,"General Physician",22
"486",0,5,3,1.6695652173913,"General Physician",22
"487",0,5,0,1.6695652173913,"General Physician",22
"488",0,3,0,1.6695652173913,"General Physician",22
"489",0,3,0,1.6695652173913,"General Physician",22
"490",0,3,0,1.6695652173913,"General Physician",22
"491",0,7,0,1.6695652173913,"General Physician",22
"492",0,5,0,1.6695652173913,"General Physician",22
"493",5,3,0,1.6695652173913,"General Physician",22
"494",3,5,5,1.6695652173913,"General Physician",22
"495",6,3,3,1.6695652173913,"General Physician",22
"496",8,0,6,1.6695652173913,"General Physician",22
"497",2,3,8,1.6695652173913,"General Physician",22
"498",0,4,2,1.6695652173913,"General Physician",22
"499",6,1,0,1.6695652173913,"General Physician",22
"500",0,5,6,1.6695652173913,"General Physician",22
"501",3,4,0,1.6695652173913,"General Physician",22
"502",0,5,3,1.6695652173913,"General Physician",22
"503",2,4,0,1.6695652173913,"General Physician",22
"504",6,2,2,1.6695652173913,"General Physician",22
"505",0,5,6,1.6695652173913,"General Physician",22
"506",0,5,0,1.6695652173913,"General Physician",22
"507",6,2,1,0.765217391304348,"General Physician",23
"508",2,1,6,0.765217391304348,"General Physician",23
"509",0,2,2,0.765217391304348,"General Physician",23
"510",2,1,0,0.765217391304348,"General Physician",23
"511",0,2,2,0.765217391304348,"General Physician",23
"512",0,1,0,0.765217391304348,"General Physician",23
"513",2,1,0,0.765217391304348,"General Physician",23
"514",4,2,2,0.765217391304348,"General Physician",23
"515",0,0,4,0.765217391304348,"General Physician",23
"516",2,2,0,0.765217391304348,"General Physician",23
"517",2,1,2,0.765217391304348,"General Physician",23
"518",2,3,2,0.765217391304348,"General Physician",23
"519",0,2,2,0.765217391304348,"General Physician",23
"520",0,3,0,0.765217391304348,"General Physician",23
"521",2,2,0,0.765217391304348,"General Physician",23
"522",0,3,2,0.765217391304348,"General Physician",23
"523",5,2,0,0.765217391304348,"General Physician",23
"524",2,0,5,0.765217391304348,"General Physician",23
"525",9,2,2,0.765217391304348,"General Physician",23
"526",2,0,9,0.765217391304348,"General Physician",23
"527",6,0,2,0.765217391304348,"General Physician",23
"528",0,1,6,0.765217391304348,"General Physician",23
"529",0,0,0,0.765217391304348,"General Physician",23
"530",4,1,9,0.0826086956521739,"Area Specialist",24
"531",0,2,4,0.0826086956521739,"Area Specialist",24
"532",0,1,0,0.0826086956521739,"Area Specialist",24
"533",0,0,0,0.0826086956521739,"Area Specialist",24
"534",9,0,0,0.0826086956521739,"Area Specialist",24
"535",3,0,9,0.0826086956521739,"Area Specialist",24
"536",0,0,3,0.0826086956521739,"Area Specialist",24
"537",0,0,0,0.0826086956521739,"Area Specialist",24
"538",0,0,0,0.0826086956521739,"Area Specialist",24
"539",0,0,0,0.0826086956521739,"Area Specialist",24
"540",19,0,0,0.0826086956521739,"Area Specialist",24
"541",35,0,19,0.0826086956521739,"Area Specialist",24
"542",57,0,35,0.0826086956521739,"Area Specialist",24
"543",0,0,57,0.0826086956521739,"Area Specialist",24
"544",10,0,0,0.0826086956521739,"Area Specialist",24
"545",0,0,10,0.0826086956521739,"Area Specialist",24
"546",0,0,0,0.0826086956521739,"Area Specialist",24
"547",0,0,0,0.0826086956521739,"Area Specialist",24
